old_name,new_name
IMG_20260220_213037_jpg.rf.049d7963a09547a5bb8b99cd0bb28a04.jpg,sendok_aug_0001.jpg
IMG_20260220_213037_jpg.rf.369061de5c251562eca4c9506a10be1d.jpg,sendok_aug_0002.jpg
IMG_20260220_213037_jpg.rf.5836c750ddf5557ffa3d8c3b56ff5c3d.jpg,sendok_aug_0003.jpg
IMG_20260220_213041_jpg.rf.3c0132afba1d9bff44fa94d44cf139ee.jpg,sendok_aug_0004.jpg
IMG_20260220_213041_jpg.rf.48c7dc9ed49c3ac32460952a0c24238c.jpg,sendok_aug_0005.jpg
IMG_20260220_213041_jpg.rf.b97deeaca2489c90286ce2455ef5a7d4.jpg,sendok_aug_0006.jpg
IMG_20260220_213056_jpg.rf.3b916251c3142c5e95c1458b2805e81e.jpg,sendok_aug_0007.jpg
IMG_20260220_213056_jpg.rf.69e3e1c1ec815da2701e83d619538c61.jpg,sendok_aug_0008.jpg
IMG_20260220_213056_jpg.rf.877da5587d398bd130c80e0960bccd5e.jpg,sendok_aug_0009.jpg
IMG_20260220_213101_jpg.rf.4abeb0c5a938611aab8f30b467a89c89.jpg,sendok_aug_0010.jpg
IMG_20260220_213101_jpg.rf.808d244fba679e36a2b4d6a14a418f69.jpg,sendok_aug_0011.jpg
IMG_20260220_213101_jpg.rf.8feb832d06372958b981abf55591eecd.jpg,sendok_aug_0012.jpg
IMG_20260220_213106_jpg.rf.377b6eee6e948db50a2c547b673ddc24.jpg,sendok_aug_0013.jpg
IMG_20260220_213106_jpg.rf.786da55a70740c4355d9bb1a67babb16.jpg,sendok_aug_0014.jpg
IMG_20260220_213106_jpg.rf.b028db46247fb42da0b687c52a42ee2e.jpg,sendok_aug_0015.jpg
IMG_20260220_213110_jpg.rf.32eac435bd7cda8dcea4c2e45156d3d5.jpg,sendok_aug_0016.jpg
IMG_20260220_213110_jpg.rf.4acab8fcd6fab933dbbfd77cd00e333e.jpg,sendok_aug_0017.jpg
IMG_20260220_213110_jpg.rf.5e7276df45b3535a57a9d4fe0bada052.jpg,sendok_aug_0018.jpg
IMG_20260220_213120_jpg.rf.6db8489128d0a3c933c88a5f8f003229.jpg,sendok_aug_0019.jpg
IMG_20260220_213120_jpg.rf.c792139216891c6a8c59208cbf7d1935.jpg,sendok_aug_0020.jpg
IMG_20260220_213120_jpg.rf.cf95b32301139cca6fc57f266a6635de.jpg,sendok_aug_0021.jpg
IMG_20260220_213126_jpg.rf.266175a41d8657044523b84a90ffe5bd.jpg,sendok_aug_0022.jpg
IMG_20260220_213126_jpg.rf.80161f12dfb8b550395b6efdc5489b34.jpg,sendok_aug_0023.jpg
IMG_20260220_213126_jpg.rf.ea5459d1b2ccb26113a2b5ec57e3a264.jpg,sendok_aug_0024.jpg
IMG_20260220_213132_jpg.rf.84ad5827f39fb4b005e5aba70f2550f3.jpg,sendok_aug_0025.jpg
IMG_20260220_213132_jpg.rf.b47469acd4d1ddd294362d9a55045ca9.jpg,sendok_aug_0026.jpg
IMG_20260220_213132_jpg.rf.e97d4f8cef441ecf9e301c887be584ff.jpg,sendok_aug_0027.jpg
IMG_20260220_213143_jpg.rf.0456e657b425d84d06b0f33f583912e3.jpg,sendok_aug_0028.jpg
IMG_20260220_213143_jpg.rf.5d664aef9c011f08ea398e863650d7f4.jpg,sendok_aug_0029.jpg
IMG_20260220_213143_jpg.rf.b32083d1f710cbda0cd01bc617e13f7e.jpg,sendok_aug_0030.jpg
IMG_20260220_213153_jpg.rf.06cbea4df790eb70eae80bf575558945.jpg,sendok_aug_0031.jpg
IMG_20260220_213153_jpg.rf.0e15158804a8c4cd93f9812c9998def0.jpg,sendok_aug_0032.jpg
IMG_20260220_213153_jpg.rf.c4ba2b18b995eed079f6cecc9f1b61b0.jpg,sendok_aug_0033.jpg
IMG_20260220_213158_jpg.rf.30f89ccc6104e268fd3c5438714a94fd.jpg,sendok_aug_0034.jpg
IMG_20260220_213158_jpg.rf.9fa7070491f1cccc484b8fcf6c6807b3.jpg,sendok_aug_0035.jpg
IMG_20260220_213158_jpg.rf.a9b0d3e6c8af94c34dd11a6d7254671b.jpg,sendok_aug_0036.jpg
IMG_20260220_213400_jpg.rf.912d43076d41e30978e9af4cf07a81a8.jpg,sendok_aug_0037.jpg
IMG_20260220_213400_jpg.rf.ab4d15043c9bf7244f0c56ee6ecbcfce.jpg,sendok_aug_0038.jpg
