old_name,new_name
IMG_20260220_213037.jpg,sendok_0001.jpg
IMG_20260220_213041.jpg,sendok_0002.jpg
IMG_20260220_213045.jpg,sendok_0003.jpg
IMG_20260220_213048.jpg,sendok_0004.jpg
IMG_20260220_213056.jpg,sendok_0005.jpg
IMG_20260220_213101.jpg,sendok_0006.jpg
IMG_20260220_213106.jpg,sendok_0007.jpg
IMG_20260220_213110.jpg,sendok_0008.jpg
IMG_20260220_213120.jpg,sendok_0009.jpg
IMG_20260220_213126.jpg,sendok_0010.jpg
IMG_20260220_213132.jpg,sendok_0011.jpg
IMG_20260220_213136.jpg,sendok_0012.jpg
IMG_20260220_213143.jpg,sendok_0013.jpg
IMG_20260220_213148.jpg,sendok_0014.jpg
IMG_20260220_213153.jpg,sendok_0015.jpg
IMG_20260220_213158.jpg,sendok_0016.jpg
IMG_20260220_213400.jpg,sendok_0017.jpg
IMG_20260220_213404.jpg,sendok_0018.jpg
IMG_20260220_213410.jpg,sendok_0019.jpg
IMG_20260220_213414.jpg,sendok_0020.jpg
IMG_20260220_213420.jpg,sendok_0021.jpg
IMG_20260220_213425.jpg,sendok_0022.jpg
IMG_20260220_213431.jpg,sendok_0023.jpg
IMG_20260220_213436.jpg,sendok_0024.jpg
IMG_20260220_213453.jpg,sendok_0025.jpg
IMG_20260220_213458.jpg,sendok_0026.jpg
IMG_20260220_213503.jpg,sendok_0027.jpg
IMG_20260220_213508.jpg,sendok_0028.jpg
IMG_20260220_213539.jpg,sendok_0029.jpg
IMG_20260220_213544.jpg,sendok_0030.jpg
IMG_20260220_213549.jpg,sendok_0031.jpg
IMG_20260220_213555.jpg,sendok_0032.jpg
IMG_20260220_213830.jpg,sendok_0033.jpg
IMG_20260220_213836.jpg,sendok_0034.jpg
IMG_20260220_213842.jpg,sendok_0035.jpg
IMG_20260220_213849.jpg,sendok_0036.jpg
IMG_20260220_213854.jpg,sendok_0037.jpg
IMG_20260220_213900.jpg,sendok_0038.jpg
IMG_20260220_213905.jpg,sendok_0039.jpg
IMG_20260220_213911.jpg,sendok_0040.jpg
IMG_20260220_213957.jpg,sendok_0041.jpg
IMG_20260220_214005.jpg,sendok_0042.jpg
IMG_20260220_214010.jpg,sendok_0043.jpg
IMG_20260220_214016.jpg,sendok_0044.jpg
IMG_20260220_214023.jpg,sendok_0045.jpg
IMG_20260220_214029.jpg,sendok_0046.jpg
IMG_20260220_214033.jpg,sendok_0047.jpg
IMG_20260220_214038.jpg,sendok_0048.jpg
IMG_20260220_235541.jpg,sendok_0049.jpg
